iy id it imin qn qh qe qs qf U RH Tair pres rain kdown snow ldown fcld wuh xsmd lai kdiff kdir wdir
2024 62 11 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.9076 58.6741 33.4944 101.3340 0.0012 695.2711 0.0000 438.4392 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 62 12 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.8064 56.2657 33.9705 101.2377 0.0005 788.4800 0.0000 441.3445 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 62 13 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 2.3073 53.8598 34.4934 101.1130 0.0000 786.6133 0.0000 441.0922 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 62 14 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 3.1975 52.8535 34.6956 100.9897 0.0000 734.9511 0.0000 442.8464 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 62 15 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 4.0142 55.8706 34.1608 100.8865 0.0000 668.9333 0.0000 442.1290 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 62 16 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 4.4456 59.6618 33.6239 100.8431 0.0000 526.0444 0.0000 438.3614 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 62 17 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 4.2936 63.5034 33.1864 100.8822 0.0000 339.7155 0.0000 433.7891 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 62 18 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 3.7114 67.0873 32.7205 100.9481 0.0000 141.2000 0.0000 428.2936 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 62 19 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 3.1318 71.5062 32.0847 101.0093 0.0000 23.9111 0.0000 423.5690 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 62 20 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 2.7448 75.7650 31.4414 101.0790 0.0000 0.0000 0.0000 421.7154 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 62 21 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 2.3273 77.5425 31.2465 101.1385 0.0000 0.0000 0.0000 422.0598 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 62 22 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.6832 79.0620 30.9803 101.1678 0.0000 0.0000 0.0000 422.3147 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 62 23 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.0396 80.8623 30.6547 101.1540 0.0000 0.0000 0.0000 421.7244 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 63 0 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 0.7352 81.7591 30.5527 101.1150 0.0000 0.0000 0.0000 420.4182 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 63 1 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 0.8505 82.8341 30.2359 101.0351 0.0000 0.0000 0.0000 418.8687 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 63 2 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.0233 83.8525 29.8937 100.9618 0.0000 0.0000 0.0000 417.5277 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 63 3 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 0.8361 84.5227 29.5680 100.9343 0.0000 0.0000 0.0000 415.7459 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 63 4 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 0.4793 84.2510 29.4026 100.9421 0.0000 0.0000 0.0000 414.1213 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 63 5 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 0.6604 83.9993 29.4752 100.9759 0.0000 0.0000 0.0000 414.1160 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 63 6 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.2518 84.3711 29.4703 101.0318 0.0005 0.0889 0.0000 415.4333 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 63 7 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.7550 83.1106 29.8017 101.1171 0.0007 41.4933 0.0000 419.7408 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 63 8 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.8901 79.9560 30.4065 101.1885 0.0005 198.7911 0.0000 422.3988 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 63 9 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.5752 76.0680 30.9615 101.2358 0.0036 434.1334 0.0000 423.9156 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 63 10 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.1846 67.6681 32.4127 101.2435 0.0038 648.0444 0.0000 433.2220 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 63 11 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.1288 60.2421 33.7870 101.1994 0.0019 789.3156 0.0000 440.7922 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 63 12 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.8337 58.4403 34.0908 101.1064 0.0029 878.0000 0.0000 438.7787 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 63 13 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 2.8089 57.9073 34.3183 101.0016 0.0324 928.5778 0.0000 436.5363 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 63 14 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 3.5222 58.7098 34.2849 100.9059 0.0727 874.7378 0.0000 439.2352 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 63 15 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 4.1009 63.9603 33.2730 100.8219 0.1509 754.3467 0.0000 437.7306 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 63 16 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 4.4473 70.2747 32.2650 100.8087 0.2089 553.0933 0.0000 436.2394 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 63 17 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 4.4797 72.0214 32.0455 100.8510 0.0997 308.0178 0.0000 438.1425 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 63 18 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 3.9183 71.6759 31.9820 100.9161 0.0000 118.9867 0.0000 440.6135 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 63 19 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 3.0898 72.6002 31.7543 100.9827 0.0000 15.8578 0.0000 440.8290 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 63 20 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 2.5272 75.6278 31.3340 101.0443 0.0002 0.0000 0.0000 435.8061 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 63 21 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.9299 77.3781 31.1657 101.1083 0.0002 0.0000 0.0000 430.5935 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 63 22 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.2401 78.6295 30.9286 101.1280 0.0043 0.0000 0.0000 428.2202 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 63 23 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 0.7757 79.8521 30.6545 101.1184 0.0048 0.0000 0.0000 430.0201 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 64 0 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 0.9673 79.9389 30.6133 101.0810 0.0005 0.0000 0.0000 427.7693 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 64 1 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.6039 80.6806 30.3327 101.0438 0.0000 0.0000 0.0000 424.6935 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 64 2 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.9753 81.8820 30.0434 101.0028 0.0000 0.0000 0.0000 422.8106 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 64 3 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.9689 82.0239 29.8969 100.9381 0.0000 0.0000 0.0000 420.8123 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 64 4 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.9144 82.0420 29.7785 100.9315 0.0000 0.0000 0.0000 420.7076 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 64 5 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.9079 81.5596 29.9111 100.9632 0.0000 0.0000 0.0000 417.3065 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 64 6 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.6475 80.1736 30.1222 101.0032 0.0007 0.0978 0.0000 413.4601 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 64 7 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.3084 79.1811 30.3817 101.0729 0.0024 44.2489 0.0000 414.5470 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 64 8 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.1890 78.5059 30.6470 101.1501 0.0062 186.3111 0.0000 422.8010 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 64 9 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.1301 77.0146 30.8801 101.2070 0.0064 393.2000 0.0000 431.6676 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 64 10 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.1853 69.5489 32.1426 101.2321 0.0019 592.4089 0.0000 436.1601 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 64 11 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.7657 61.9867 33.4376 101.2053 0.0000 772.4711 0.0000 435.8552 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 64 12 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 2.6457 60.4315 33.6760 101.1278 0.0002 921.4667 0.0000 432.2373 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 64 13 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 3.2946 58.9593 33.9557 101.0167 0.0002 954.2400 0.0000 431.2372 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 64 14 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 3.8199 56.7236 34.2639 100.9056 0.0000 859.1200 0.0000 431.9174 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 64 15 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 4.6392 59.3018 33.9094 100.8346 0.0000 765.1111 0.0000 426.7325 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 64 16 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 5.5183 64.2013 33.2026 100.8083 0.0000 628.6578 0.0000 420.5615 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 64 17 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 5.7827 65.9728 32.6243 100.8464 0.0000 395.4133 0.0000 417.8473 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 64 18 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 5.3449 66.3246 32.2317 100.9153 0.0000 163.6533 0.0000 414.9749 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 64 19 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 4.4358 67.5271 31.7440 100.9911 0.0000 27.0311 0.0000 413.0569 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 64 20 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 3.3714 69.3095 31.2374 101.0980 0.0000 0.0000 0.0000 413.0938 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 64 21 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 2.3986 69.3502 31.1481 101.1899 0.0000 0.0000 0.0000 416.7932 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 64 22 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.7054 69.7371 30.9272 101.2247 0.0000 0.0000 0.0000 420.7839 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 64 23 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.2169 71.9801 30.4822 101.2095 0.0000 0.0000 0.0000 418.3406 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 65 0 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 0.8429 73.6586 30.2289 101.1648 0.0000 0.0000 0.0000 416.7297 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 65 1 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 0.6796 74.4376 29.9989 101.1013 0.0000 0.0000 0.0000 419.6291 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 65 2 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 0.7020 75.2987 29.7417 101.0423 0.0000 0.0000 0.0000 419.2534 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 65 3 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 0.8500 76.9499 29.3673 101.0004 0.0000 0.0000 0.0000 417.4311 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 65 4 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.0636 79.6898 28.9098 100.9846 0.0000 0.0000 0.0000 412.7654 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 65 5 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.2649 81.4291 28.6730 100.9823 0.0000 0.0000 0.0000 406.9510 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 65 6 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.4096 81.7166 28.5842 101.0025 0.0000 0.1333 0.0000 403.1624 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 65 7 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.6891 79.0632 29.3414 101.0573 0.0000 48.7822 0.0000 401.5594 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 65 8 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.8330 75.2946 30.3556 101.1227 0.0000 209.9733 0.0000 405.1421 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 65 9 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.5569 73.1514 30.8612 101.1912 0.0000 453.7511 0.0000 410.0565 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 65 10 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.2024 66.3036 32.2334 101.2347 0.0000 678.9867 0.0000 415.1779 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 65 11 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.3815 60.2898 33.4866 101.2064 0.0000 838.7200 0.0000 422.1098 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 65 12 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 2.2637 61.0538 33.5604 101.1291 0.0000 956.0000 0.0000 425.4605 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 65 13 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 3.1015 61.8811 33.4968 101.0350 0.0000 972.9778 0.0000 428.0946 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 65 14 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 3.8162 61.7944 33.5336 100.9328 0.0000 858.5422 0.0000 433.7458 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 65 15 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 4.4140 65.2643 32.9575 100.8726 0.0000 713.4222 0.0000 434.3513 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 65 16 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 4.9439 69.1970 32.2196 100.8480 0.0000 547.8578 0.0000 433.9579 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 65 17 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 5.0543 69.5269 32.0061 100.8684 0.0000 337.0311 0.0000 436.0144 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 65 18 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 4.1383 68.6851 32.0082 100.9249 0.0000 131.0133 0.0000 439.0056 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 65 19 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 2.9374 70.1913 31.6155 100.9980 0.0000 17.8222 0.0000 440.2706 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 65 20 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 2.1044 72.4956 31.0476 101.0940 0.0000 0.0000 0.0000 438.1530 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 65 21 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.7657 72.4619 30.9996 101.1596 0.0000 0.0000 0.0000 437.9346 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 65 22 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.7427 72.9373 30.8880 101.1925 0.0000 0.0000 0.0000 434.7527 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 65 23 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.7514 74.4201 30.6280 101.2026 0.0000 0.0000 0.0000 428.8756 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 66 0 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.6769 74.9600 30.5519 101.1700 0.0000 0.0000 0.0000 425.9262 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 66 1 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.5252 75.5223 30.4136 101.1055 0.0000 0.0000 0.0000 425.7576 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 66 2 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.3486 76.3935 30.2273 101.0382 0.0019 0.0000 0.0000 426.2378 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 66 3 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.2196 77.2647 29.9094 100.9833 0.0033 0.0000 0.0000 426.7578 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 66 4 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.2466 78.5789 29.5826 100.9520 0.0100 0.0000 0.0000 430.5310 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 66 5 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.2631 79.1817 29.5245 100.9930 0.0186 0.0000 0.0000 433.0916 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 66 6 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.1435 79.9485 29.4018 101.0730 0.0167 0.1422 0.0000 429.9160 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 66 7 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.1716 79.0363 29.7263 101.1336 0.0203 39.9111 0.0000 426.2762 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 66 8 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.4649 76.6623 30.4449 101.1988 0.0486 181.4578 0.0000 425.2414 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 66 9 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.6691 74.8897 30.8359 101.2681 0.1273 367.1467 0.0000 430.5369 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 66 10 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.8299 68.7264 31.8793 101.3205 0.1435 537.7600 0.0000 434.8312 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 66 11 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 2.3081 62.5297 32.9319 101.3019 0.0894 697.4400 0.0000 439.6500 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 66 12 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 2.9025 61.4015 33.0731 101.2272 0.0415 791.4400 0.0000 446.3860 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 66 13 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 3.5024 61.5894 33.1593 101.1121 0.0043 813.7600 0.0000 446.5959 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 66 14 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 3.9223 62.1084 33.1929 100.9880 0.0014 785.7422 0.0000 446.3607 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 66 15 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 3.8452 63.3559 33.0194 100.9130 0.0024 719.6533 0.0000 441.6670 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 66 16 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 3.8412 64.8980 32.7570 100.8790 0.0019 569.9645 0.0000 436.0935 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 66 17 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 4.2966 66.3250 32.4738 100.8955 0.0000 313.8933 0.0000 439.2849 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 66 18 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 4.5050 67.8207 32.2682 100.9411 0.0000 105.1111 0.0000 437.9330 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 66 19 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 4.0314 70.7891 31.8381 101.0120 0.0000 19.8133 0.0000 432.5672 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 66 20 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 3.1564 73.5750 31.3886 101.0978 0.0000 0.0000 0.0000 431.3147 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
