iy id it imin qn qh qe qs qf U RH Tair pres rain kdown snow ldown fcld wuh xsmd lai kdiff kdir wdir
2024 63 19 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 3.0898 72.6002 29.2543 100.9827 0.0000 15.8578 0.0000 426.5480 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 63 20 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 2.5272 75.6278 28.8340 101.0443 0.0002 0.0000 0.0000 421.6684 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 63 21 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.9299 77.3781 28.6657 101.1083 0.0002 0.0000 0.0000 416.6173 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 63 22 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.2401 78.6295 28.4286 101.1280 0.0043 0.0000 0.0000 414.3104 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 63 23 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 0.7757 79.8521 28.1545 101.1184 0.0048 0.0000 0.0000 416.0395 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 64 0 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 0.9673 79.9389 28.1133 101.0810 0.0005 0.0000 0.0000 413.8599 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 64 1 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.6039 80.6806 27.8327 101.0438 0.0000 0.0000 0.0000 410.8715 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 64 2 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.9753 81.8820 27.5434 101.0028 0.0000 0.0000 0.0000 409.0369 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 64 3 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.9689 82.0239 27.3969 100.9381 0.0000 0.0000 0.0000 407.0971 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 64 4 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.9144 82.0420 27.2785 100.9315 0.0000 0.0000 0.0000 406.9906 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 64 5 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.9079 81.5596 27.4111 100.9632 0.0000 0.0000 0.0000 403.7061 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 64 6 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.6475 80.1736 27.6222 101.0032 0.0007 0.0978 0.0000 399.9944 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 64 7 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.3084 79.1811 27.8817 101.0729 0.0024 44.2489 0.0000 401.0574 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 64 8 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.1890 78.5059 28.1470 101.1501 0.0062 186.3111 0.0000 409.0547 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 64 9 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.1301 77.0146 28.3801 101.2070 0.0064 393.2000 0.0000 417.6436 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 64 10 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.1853 69.5489 29.6426 101.2321 0.0019 592.4089 0.0000 422.0480 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 64 11 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.7657 61.9867 30.9376 101.2053 0.0000 772.4711 0.0000 421.8118 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 64 12 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 2.6457 60.4315 31.1760 101.1278 0.0002 921.4667 0.0000 418.3213 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 64 13 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 3.2946 58.9593 31.4557 101.0167 0.0002 954.2400 0.0000 417.3658 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 64 14 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 3.8199 56.7236 31.7639 100.9056 0.0000 859.1200 0.0000 418.0377 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 64 15 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 4.6392 59.3018 31.4094 100.8346 0.0000 765.1111 0.0000 413.0038 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 64 16 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 5.5183 64.2013 30.7026 100.8083 0.0000 628.6578 0.0000 407.0006 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 64 17 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 5.7827 65.9728 30.1243 100.8464 0.0000 395.4133 0.0000 404.3488 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 64 18 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 5.3449 66.3246 29.7317 100.9153 0.0000 163.6533 0.0000 401.5521 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 64 19 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 4.4358 67.5271 29.2440 100.9911 0.0000 27.0311 0.0000 399.6750 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 64 20 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 3.3714 69.3095 28.7374 101.0980 0.0000 0.0000 0.0000 399.6888 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 64 21 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 2.3986 69.3502 28.6481 101.1899 0.0000 0.0000 0.0000 403.2642 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 64 22 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.7054 69.7371 28.4272 101.2247 0.0000 0.0000 0.0000 407.1157 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 64 23 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.2169 71.9801 27.9822 101.2095 0.0000 0.0000 0.0000 404.7321 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 65 0 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 0.8429 73.6586 27.7289 101.1648 0.0000 0.0000 0.0000 403.1622 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 65 1 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 0.6796 74.4376 27.4989 101.1013 0.0000 0.0000 0.0000 405.9570 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 65 2 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 0.7020 75.2987 27.2417 101.0423 0.0000 0.0000 0.0000 405.5821 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 65 3 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 0.8500 76.9499 26.8673 101.0004 0.0000 0.0000 0.0000 403.8027 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 65 4 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.0636 79.6898 26.4098 100.9846 0.0000 0.0000 0.0000 399.2691 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 65 5 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.2649 81.4291 26.1730 100.9823 0.0000 0.0000 0.0000 393.6345 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 65 6 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.4096 81.7166 26.0842 101.0025 0.0000 0.1333 0.0000 389.9660 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 65 7 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.6891 79.0632 26.8414 101.0573 0.0000 48.7822 0.0000 388.4481 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 65 8 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.8330 75.2946 27.8556 101.1227 0.0000 209.9733 0.0000 391.9573 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 65 9 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.5569 73.1514 28.3612 101.1912 0.0000 453.7511 0.0000 396.7337 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 65 10 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.2024 66.3036 29.7334 101.2347 0.0000 678.9867 0.0000 401.7486 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 65 11 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.3815 60.2898 30.9866 101.2064 0.0000 838.7200 0.0000 408.5115 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 65 12 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 2.2637 61.0538 31.0604 101.1291 0.0000 956.0000 0.0000 411.7574 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 65 13 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 3.1015 61.8811 30.9968 101.0350 0.0000 972.9778 0.0000 414.3039 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 65 14 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 3.8162 61.7944 31.0336 100.9328 0.0000 858.5422 0.0000 419.7746 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 65 15 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 4.4140 65.2643 30.4575 100.8726 0.0000 713.4222 0.0000 420.3348 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 65 16 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 4.9439 69.1970 29.7196 100.8480 0.0000 547.8578 0.0000 419.9205 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 65 17 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 5.0543 69.5269 29.5061 100.8684 0.0000 337.0311 0.0000 421.9007 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 65 18 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 4.1383 68.6851 29.5082 100.9249 0.0000 131.0133 0.0000 424.7953 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 65 19 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 2.9374 70.1913 29.1155 100.9980 0.0000 17.8222 0.0000 426.0012 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 65 20 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 2.1044 72.4956 28.5476 101.0940 0.0000 0.0000 0.0000 423.9259 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 65 21 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.7657 72.4619 28.4996 101.1596 0.0000 0.0000 0.0000 423.7125 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 65 22 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.7427 72.9373 28.3880 101.1925 0.0000 0.0000 0.0000 420.6287 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 65 23 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.7514 74.4201 28.1280 101.2026 0.0000 0.0000 0.0000 414.9308 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 66 0 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.6769 74.9600 28.0519 101.1700 0.0000 0.0000 0.0000 412.0739 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 66 1 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.5252 75.5223 27.9136 101.1055 0.0000 0.0000 0.0000 411.9046 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 66 2 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.3486 76.3935 27.7273 101.0382 0.0019 0.0000 0.0000 412.3608 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 66 3 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.2196 77.2647 27.4094 100.9833 0.0033 0.0000 0.0000 412.8494 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 66 4 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.2466 78.5789 27.0826 100.9520 0.0100 0.0000 0.0000 416.4847 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 66 5 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.2631 79.1817 27.0245 100.9930 0.0186 0.0000 0.0000 418.9592 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 66 6 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.1435 79.9485 26.9018 101.0730 0.0167 0.1422 0.0000 415.8815 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 66 7 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.1716 79.0363 27.2263 101.1336 0.0203 39.9111 0.0000 412.3753 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 66 8 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.4649 76.6623 27.9449 101.1988 0.0486 181.4578 0.0000 411.4066 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 66 9 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.6691 74.8897 28.3359 101.2681 0.1273 367.1467 0.0000 416.5475 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 66 10 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 1.8299 68.7264 29.3793 101.3205 0.1435 537.7600 0.0000 420.7501 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 66 11 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 2.3081 62.5297 30.4319 101.3019 0.0894 697.4400 0.0000 425.4612 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 66 12 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 2.9025 61.4015 30.5731 101.2272 0.0415 791.4400 0.0000 431.9864 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 66 13 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 3.5024 61.5894 30.6593 101.1121 0.0043 813.7600 0.0000 432.1934 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 66 14 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 3.9223 62.1084 30.6929 100.9880 0.0014 785.7422 0.0000 431.9675 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 66 15 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 3.8452 63.3559 30.5194 100.9130 0.0024 719.6533 0.0000 427.4172 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 66 16 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 3.8412 64.8980 30.2570 100.8790 0.0019 569.9645 0.0000 422.0116 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 66 17 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 4.2966 66.3250 29.9738 100.8955 0.0000 313.8933 0.0000 425.0869 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 66 18 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 4.5050 67.8207 29.7682 100.9411 0.0000 105.1111 0.0000 423.7693 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 66 19 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 4.0314 70.7891 29.3381 101.0120 0.0000 19.8133 0.0000 418.5576 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
2024 66 20 0 -999.0000 -999.0000 -999.0000 -999.0000 0.0000 3.1564 73.5750 28.8886 101.0978 0.0000 0.0000 0.0000 417.3253 -999.0000 0.0000 -999.0000 -999.0000 -999.0000 -999.0000 -999.0000
